profile,split,kind,source,metric,count,min,p10,p25,median,p75,p90,max,mean
undersegmentation_closeonly_kernel3,train-validation,false_negative,ground_truth,elongation,17,1.0,1.0,1.101124,1.6,2.363636,3.0,5.1,1.91681
undersegmentation_closeonly_kernel3,train-validation,false_negative,ground_truth,fillRatio,17,0.0,0.096516,0.185294,0.364921,0.600592,0.696811,0.783937,0.393352
undersegmentation_closeonly_kernel3,train-validation,false_negative,ground_truth,pixelArea,17,1.0,15.6,80.0,166.0,823.0,1320.0,7003.0,761.411765
undersegmentation_closeonly_kernel3,train-validation,false_negative,ground_truth,ringProminence,17,-2.25,9.845786,23.177305,29.128205,42.630037,48.905151,88.0,32.33473
undersegmentation_closeonly_kernel3,train-validation,false_positive,predicted,area,389,4.0,4.0,4.5,5.5,7.0,10.0,88.5,6.614396
undersegmentation_closeonly_kernel3,train-validation,false_positive,predicted,circularity,389,0.006251,0.119181,0.179671,0.282151,0.428686,0.535857,0.943271,0.314606
undersegmentation_closeonly_kernel3,train-validation,false_positive,predicted,componentMean,389,7.7,11.68718,12.823529,14.52,16.357143,19.653333,67.538462,15.644769
undersegmentation_closeonly_kernel3,train-validation,false_positive,predicted,componentPeak,389,16.0,20.8,23.0,27.0,34.0,44.0,175.0,31.940874
undersegmentation_closeonly_kernel3,train-validation,false_positive,predicted,elongation,389,1.0,1.0,1.2,1.444444,1.8,2.75,18.25,1.84167
undersegmentation_closeonly_kernel3,train-validation,false_positive,predicted,fillRatio,389,0.020202,0.112222,0.159091,0.214286,0.283333,0.35,0.514286,0.224378
undersegmentation_closeonly_kernel3,train-validation,false_positive,predicted,pixelArea,389,9.0,10.0,11.0,14.0,18.0,24.0,178.0,16.48329
undersegmentation_closeonly_kernel3,train-validation,false_positive,predicted,ringProminence,389,9.4375,14.148571,17.0625,21.0,27.814815,37.789474,167.375,25.698159
undersegmentation_closeonly_kernel3,train-validation,true_positive,predicted,area,149,4.0,5.0,8.0,22.5,135.0,356.1,2252.5,125.916107
undersegmentation_closeonly_kernel3,train-validation,true_positive,predicted,circularity,149,0.033005,0.104711,0.16246,0.240394,0.365987,0.54786,0.832319,0.283859
undersegmentation_closeonly_kernel3,train-validation,true_positive,predicted,componentMean,149,11.1875,14.186237,16.666667,19.585938,25.117647,30.837143,54.909091,21.757346
undersegmentation_closeonly_kernel3,train-validation,true_positive,predicted,componentPeak,149,20.0,26.0,37.0,59.0,119.0,147.0,186.0,76.993289
undersegmentation_closeonly_kernel3,train-validation,true_positive,predicted,elongation,149,1.0,1.074038,1.166667,1.428571,1.857143,2.4,7.285714,1.621969
undersegmentation_closeonly_kernel3,train-validation,true_positive,predicted,fillRatio,149,0.055556,0.130952,0.181214,0.27,0.375,0.475862,0.666667,0.288303
undersegmentation_closeonly_kernel3,train-validation,true_positive,predicted,pixelArea,149,9.0,13.0,20.0,41.0,176.0,401.2,2448.0,154.66443
undersegmentation_closeonly_kernel3,train-validation,true_positive,predicted,ringProminence,149,11.925,20.480635,29.63,51.824176,110.152174,137.121793,175.592105,69.661741
undersegmentation_closeopen_kernel3,train-validation,false_negative,ground_truth,area,33,0.0,7.3,54.0,101.5,543.5,1297.5,6837.5,545.772727
undersegmentation_closeopen_kernel3,train-validation,false_negative,ground_truth,circularity,33,0.0,0.101272,0.259081,0.500989,0.619341,0.727235,0.81104,0.438961
undersegmentation_closeopen_kernel3,train-validation,false_negative,ground_truth,componentMean,33,3.917892,4.61802,5.61157,7.220264,10.416667,18.245338,40.727273,10.521424
undersegmentation_closeopen_kernel3,train-validation,false_negative,ground_truth,componentPeak,33,4.0,24.0,34.0,42.0,54.0,77.8,105.0,46.636364
undersegmentation_closeopen_kernel3,train-validation,false_negative,ground_truth,elongation,33,1.0,1.0,1.171429,1.73913,2.071429,2.933333,5.1,1.888086
undersegmentation_closeopen_kernel3,train-validation,false_negative,ground_truth,fillRatio,33,0.0,0.093864,0.283737,0.4,0.550111,0.643081,0.783937,0.3968
undersegmentation_closeopen_kernel3,train-validation,false_negative,ground_truth,pixelArea,33,1.0,13.6,76.0,148.0,591.0,1382.0,7003.0,588.636364
undersegmentation_closeopen_kernel3,train-validation,false_negative,ground_truth,ringProminence,33,-2.25,19.079297,26.818182,36.553191,48.820755,64.782242,88.28,40.184482
undersegmentation_closeopen_kernel3,train-validation,false_positive,predicted,area,144,4.0,4.0,4.0,5.25,7.5,11.9,30.5,6.715278
undersegmentation_closeopen_kernel3,train-validation,false_positive,predicted,circularity,144,0.296803,0.436332,0.505171,0.753982,0.785398,0.785398,0.819855,0.673838
undersegmentation_closeopen_kernel3,train-validation,false_positive,predicted,componentMean,144,7.0,9.55,11.075,12.633928,15.425,17.646667,89.666667,14.709312
undersegmentation_closeopen_kernel3,train-validation,false_positive,predicted,componentPeak,144,16.0,18.0,20.0,24.5,31.0,38.7,175.0,30.416667
undersegmentation_closeopen_kernel3,train-validation,false_positive,predicted,elongation,144,1.0,1.0,1.0,1.333333,2.0,3.0,4.5,1.652083
undersegmentation_closeopen_kernel3,train-validation,false_positive,predicted,fillRatio,144,0.309091,0.4,0.444444,0.444444,0.5,0.533333,0.625,0.467124
undersegmentation_closeopen_kernel3,train-validation,false_positive,predicted,pixelArea,144,9.0,9.0,9.0,12.0,15.0,20.7,48.0,13.270833
undersegmentation_closeopen_kernel3,train-validation,false_positive,predicted,ringProminence,144,-2.0,9.586111,12.083333,17.152777,23.098214,30.788333,164.666667,22.028927
undersegmentation_closeopen_kernel3,train-validation,true_positive,predicted,area,140,4.0,4.0,8.0,23.5,138.0,333.0,1378.5,117.596429
undersegmentation_closeopen_kernel3,train-validation,true_positive,predicted,circularity,140,0.141127,0.336893,0.444387,0.627065,0.753982,0.785398,0.857372,0.585204
undersegmentation_closeopen_kernel3,train-validation,true_positive,predicted,componentMean,140,9.7,12.911428,15.729167,19.034706,24.830227,32.391836,51.2,21.052412
undersegmentation_closeopen_kernel3,train-validation,true_positive,predicted,componentPeak,140,17.0,26.9,34.0,58.0,120.75,147.3,186.0,75.864286
undersegmentation_closeopen_kernel3,train-validation,true_positive,predicted,elongation,140,1.0,1.0,1.034091,1.333333,1.827922,2.333333,7.846154,1.570422
undersegmentation_closeopen_kernel3,train-validation,true_positive,predicted,fillRatio,140,0.298765,0.4,0.444444,0.5,0.570982,0.639766,0.721968,0.507765
undersegmentation_closeopen_kernel3,train-validation,true_positive,predicted,pixelArea,140,9.0,9.0,15.0,35.0,172.0,389.1,1466.0,138.857143
undersegmentation_closeopen_kernel3,train-validation,true_positive,predicted,ringProminence,140,7.166667,16.363816,24.637019,47.961723,110.61372,136.215598,174.947368,65.800008
